Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
akarnokd-misc,hu.akarnokd.rxjava2,JustFlatMapCallableNull,test1,3,1,0,16,1,,
akarnokd-misc,hu.akarnokd.rxjava2,JustFlatMapCallableNull,test2,3,1,0,23,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RepeatThread,main,9,2,1,8,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferWithConditionAndTime,test,17,1,0,15,1,,
akarnokd-misc,hu.akarnokd.rxjava2,OnErrorCrash,test,12,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrowsSubclass,main,7,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrowsSubclass,m,2,1,0,11,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,BasicPrint,2,1,0,10,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,main,24,1,1,11,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,onStart,3,1,0,17,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,onNext,10,1,1,22,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,onError,3,1,1,33,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BasicPrint,onComplete,2,1,0,38,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryZero,3,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,retryOne,3,1,0,19,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatZero,3,1,0,27,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatOne,3,1,0,35,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RedoCountTest,repeatTwo,3,1,0,43,1,,
akarnokd-misc,hu.akarnokd.rxjava2,JavaCompilerBugTest,test,7,1,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,CustomFlowableTest,test,3,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,CustomSchedulerTimeout,test,25,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,CustomSchedulerTimeout,hasNext,10,1,0,21,0,,
akarnokd-misc,hu.akarnokd.rxjava2,CustomSchedulerTimeout,next,3,1,0,36,0,,
akarnokd-misc,hu.akarnokd.rxjava2,JoinPairwise,test,23,4,0,67,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DoOnDisposeBug,test,7,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,JustFromEagerCancel,test,6,1,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ZipShare,test,11,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferDebounce,test,19,1,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferDebounce,bufferDebounce,3,1,3,53,0,,
akarnokd-misc,hu.akarnokd.rxjava2,LatestObserveOnTest,test,13,2,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,MultiplyDigits,test,17,3,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BlockingSingleTest,test,8,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,Issue5104,Issue5104,2,1,0,10,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Issue5104,main,13,1,1,12,0,,
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutTask,test,11,1,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutTask,task,3,1,2,32,0,,
akarnokd-misc,hu.akarnokd.rxjava2,AssemblyHooksExample,test,11,2,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorSubjectSignals,test,10,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorSubjectSignals,startListening,9,1,2,28,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorSubjectSignals,stopListening,4,1,1,45,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SlidingWindowTest,test,3,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorSubjectCombineLatest,test,10,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorSubjectCombineLatest,click,4,1,0,31,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleConcatTest,test,16,1,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ParallelInterrupt,ParallelInterrupt,2,1,0,12,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ParallelInterrupt,main,13,2,1,14,0,,
akarnokd-misc,hu.akarnokd.rxjava2,NotInFirst,test,5,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,PagingFeedbackLoop,service,8,2,1,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,PagingFeedbackLoop,getPage,10,1,1,22,0,,
akarnokd-misc,hu.akarnokd.rxjava2,PagingFeedbackLoop,testPager,3,1,0,35,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DebounceEmpty,debounceOnEmpty,8,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DebounceEmpty,apply,3,1,1,12,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ObservableOnSubscribeTest,main,9,1,1,6,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ObservableOnSubscribeTest,subscribe,4,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MyClass,MyClass,2,1,0,11,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MyClass,main,28,1,1,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MyClass,apply,8,1,1,18,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MyClass,onError,2,1,1,29,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MyClass,onComplete,2,1,0,32,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MyClass,onNext,2,1,1,35,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleTakeUntilTest,test,3,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferDelayErrorTest,test,8,2,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferDelayErrorTest,bufferDelayError,11,1,1,25,0,,
akarnokd-misc,hu.akarnokd.rxjava2,TestMockitoCalls,test,9,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupByOOME,test,33,5,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupByOOME,onNext,6,2,1,30,0,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupByOOME,onError,2,1,1,38,0,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupByOOME,onComplete,2,1,0,42,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MergeAmbTest,testMergeOperator,8,1,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleLastLeak,main,6,1,1,10,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DelayBetween,getId,3,1,1,12,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DelayBetween,test,9,1,0,16,1,,
akarnokd-misc,hu.akarnokd.rxjava2,WindowBoundaryIssue,test,25,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ReplayOOM,test,8,2,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleLastTest,main,5,1,1,14,0,hu.akarnokd.rxjava2.ThrottleLastTest,hu.akarnokd.rxjava2.ThrottleLastTest
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleLastTest,test,10,1,1,23,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleLastTest,requestObserveOn,3,1,1,48,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,test1,22,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,onSubscribe,4,1,1,16,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,onNext,4,1,1,22,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,onError,4,1,1,28,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,onComplete,4,1,0,34,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,test2,27,2,0,42,1,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,subscribe,3,2,1,45,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,onSubscribe,4,1,1,54,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,onNext,4,1,1,60,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,onError,4,1,1,66,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IsDisposedTest,onComplete,4,1,0,72,0,,
akarnokd-misc,hu.akarnokd.rxjava2,LazyUndeliverable,simulateHeavyWork,4,1,0,11,0,,
akarnokd-misc,hu.akarnokd.rxjava2,LazyUndeliverable,deferObservable,6,1,0,16,1,,
akarnokd-misc,hu.akarnokd.rxjava2,LazyUndeliverable,deferFlowable,6,1,0,27,1,,
akarnokd-misc,hu.akarnokd.rxjava2,WindowInterrupted,test,11,3,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SquareSequenceTest,test,7,2,0,23,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SquareSequenceTest,checkLevel,24,7,2,31,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SquareSequenceTest,singleJoint,23,6,0,55,1,,
akarnokd-misc,hu.akarnokd.rxjava2,MatchIndex,test,4,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,MatchIndex,indexOf,15,2,1,21,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SwitchFlatMapTest,SwitchFlatMapTest,2,1,0,12,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SwitchFlatMapTest,main,25,2,1,14,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SwitchFlatMapTest,switchFlatMap,14,1,2,53,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SwitchIfFewerTest,test,3,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SwitchIfFewerTest,switchIfFewer,12,2,2,18,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ShareRace,test,9,2,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleSampleTest,test,5,1,0,16,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleSampleTest,throttleFirstSample,9,2,3,35,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleSampleTest,testObservable,5,1,0,56,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleSampleTest,throttleFirstSampleObservable,8,1,3,73,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleSampleTest,subscribeActual,3,1,1,75,0,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupSumExample,test,6,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RxJavaFuseTest,main,26,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxJavaFuseTest,onSubscribe,4,1,1,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxJavaFuseTest,onNext,3,1,1,19,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxJavaFuseTest,onError,4,1,1,24,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxJavaFuseTest,onComplete,4,1,0,30,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferSkipSingleZero,skipSingleZero,21,4,0,12,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferSkipSingleZero,test,4,1,0,35,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferSkipSingleZero,test2,4,1,0,51,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DoOnErrorInside,test,3,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DoOnErrorInside,single,3,1,1,21,0,,
akarnokd-misc,hu.akarnokd.rxjava2,LastZipped,test,9,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ObservableFromFuture,ObservableFromFuture,2,1,0,12,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ObservableFromFuture,main,24,1,1,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SequenceEqualsCancelTest,flowable,7,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SequenceEqualsCancelTest,observable,7,1,0,24,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SequenceEqualsCancelTest,single,7,1,0,37,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SequenceEqualsCancelTest,maybe,7,1,0,50,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,test,24,1,0,16,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DebounceTimeDrop,debounceTime,32,5,4,56,0,,
akarnokd-misc,hu.akarnokd.rxjava2,HookThrowing,before,12,1,0,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,HookThrowing,sneakyThrow,3,1,1,25,0,,
akarnokd-misc,hu.akarnokd.rxjava2,HookThrowing,after,3,1,0,30,0,,
akarnokd-misc,hu.akarnokd.rxjava2,HookThrowing,test,3,1,0,35,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenPlain,retryWhen,17,1,2,15,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenPlain,test,14,2,0,37,1,,
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,main,4,1,1,5,0,,
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,fromFlatMap,4,1,0,17,0,,
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,get1,4,1,0,22,0,,
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,get2,4,1,0,27,0,,
akarnokd-misc,hu.akarnokd.rxjava2,TestLazy,get3,4,1,0,32,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ShareRetry,testIntervalMapShareRetry,13,2,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ShareRetry,report,3,1,1,30,0,,
akarnokd-misc,hu.akarnokd.rxjava2,InterruptFlow2,testInterrupt,16,2,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorMulticast,test,12,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenTimedTest,test,3,1,0,33,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleTimeout7514,test,17,3,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,MaxByTest,test,3,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ParallelProducing,main,7,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,test,19,2,0,17,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,accept,5,2,1,25,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,run,4,1,0,36,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,race,41,6,0,47,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleObserveOnRaceTest,onSuccess,4,1,1,55,0,,
akarnokd-misc,hu.akarnokd.rxjava2,TakeUntil,test,6,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RxWeakRef,test,8,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,CacheParallel,testParallelism,16,1,0,15,1,,
akarnokd-misc,hu.akarnokd.rxjava2,CacheParallel,tryToSleep,8,1,1,48,0,,
akarnokd-misc,hu.akarnokd.rxjava2,PeriodicSchedule,test,13,1,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,PeriodicSchedule,run,3,1,0,17,0,,
akarnokd-misc,hu.akarnokd.rxjava2,AdaptiveDebounce,test,14,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleUsingTest,test,19,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcatEagerDebounceTest,test,3,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,UnicastSingleTest,main,5,1,1,11,0,,
akarnokd-misc,hu.akarnokd.rxjava2,CombineLatestError,test,8,1,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,simple,9,1,0,19,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,simple2,5,1,0,30,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,error,9,1,0,45,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,simpleDedicated,9,1,0,56,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,errorDedicated,9,1,0,67,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,simpleRx,12,1,0,77,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,errorRx,9,1,0,90,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,composeIfNonEmpty,3,1,1,100,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,composeIfNonEmptyRx,3,1,1,107,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,composeIfNonEmptyDedicated,13,1,1,114,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,apply,8,1,1,116,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableIfNonEmptyComposeTest,subscribe,3,1,1,120,0,,
akarnokd-misc,hu.akarnokd.rxjava2,LatestSuccessTest,test,3,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,LatestSuccessTest,latestSuccess,13,2,1,20,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MaybeConcatTest,MaybeConcatTest,2,1,0,8,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MaybeConcatTest,main,22,1,1,10,0,,
