Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
akarnokd-misc,hu.akarnokd.rxjava2,MaybeConcatTest,subscribe,4,1,1,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MaybeConcatTest,subscribe,4,1,1,20,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MaybeConcatTest,accept,3,1,1,29,0,,
akarnokd-misc,hu.akarnokd.rxjava2,VehicleToFetch,test,14,2,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FromIterableFlatMap,getResults,7,1,1,14,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FromIterableFlatMap,test,15,1,0,22,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FromIterableFlatMap,onNext,3,1,1,28,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FromIterableFlatMap,onComplete,3,1,0,33,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FromIterableFlatMap,onError,3,1,1,38,0,,
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutExample,test,14,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,test,34,2,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,subscribe,7,1,1,17,0,,
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,apply,8,2,1,27,0,,
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,apply,9,1,1,39,0,,
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,subscribe,4,1,1,42,0,,
akarnokd-misc,hu.akarnokd.rxjava2,CreateFlatFlat,log,3,1,1,57,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SortZip,testRx,6,2,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SortZip,testReactor,7,2,0,27,1,,
akarnokd-misc,hu.akarnokd.rxjava2,PublishUndeliverableTest,test,7,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlatMapFatal,test,6,1,0,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DistinctUntilChangedNumericDeltaTest,test,3,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRailTest,test,22,1,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DebounceRailTest,debounceOnly,9,2,4,51,0,,
akarnokd-misc,hu.akarnokd.rxjava2,PublishFuncExample,test,15,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ListGrouping,groupCE,3,1,1,19,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ListGrouping,group,47,9,1,23,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ListGrouping,test,7,1,0,72,1,,
akarnokd-misc,hu.akarnokd.rxjava2,TestObserverDispose,observerShouldBeDisposed,8,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,UncaughtCrash,before,11,1,0,11,0,,
akarnokd-misc,hu.akarnokd.rxjava2,UncaughtCrash,after,3,1,0,22,0,,
akarnokd-misc,hu.akarnokd.rxjava2,UncaughtCrash,test1,3,1,0,27,0,,
akarnokd-misc,hu.akarnokd.rxjava2,UncaughtCrash,test2,3,1,0,32,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTest,17,1,0,16,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConnectConnect,schedulerTestRx,17,1,0,41,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RightThread,singleThread,8,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RightThread,main,5,1,1,17,0,hu.akarnokd.rxjava2.RightThread,hu.akarnokd.rxjava2.RightThread
akarnokd-misc,hu.akarnokd.rxjava2,RightThread,infiniteGenerator,5,1,1,32,0,hu.akarnokd.rxjava2.RightThread,hu.akarnokd.rxjava2.RightThread
akarnokd-misc,hu.akarnokd.rxjava2,RightThread,mapping,5,1,1,39,0,hu.akarnokd.rxjava2.RightThread,hu.akarnokd.rxjava2.RightThread
akarnokd-misc,hu.akarnokd.rxjava2,RightThread,terminal,4,1,1,46,0,hu.akarnokd.rxjava2.RightThread,hu.akarnokd.rxjava2.RightThread
akarnokd-misc,hu.akarnokd.rxjava2,RightThread,print,3,1,2,52,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RightThread,checkCurrentThread,6,2,1,56,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferExactDisposeTest,test,3,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FileReaderTest,fileReader,4,1,0,15,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FileReaderTest,fileReader2,13,1,0,28,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ZipInfinite,test,11,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupByTimeout,test,4,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,LineByLine,test,40,3,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorWithLatestTest,bothInit,5,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorWithLatestTest,firstInit,10,1,0,20,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorWithLatestTest,secondInit,8,1,0,39,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SampleTest,test,9,2,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DoOnSubscribe2,printThread,3,1,2,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DoOnSubscribe2,testFoo,14,1,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,Covariance,test,4,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,Covariance,m1,2,1,1,19,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Covariance,m2,2,1,1,24,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcatAnomalyTest,test,4,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,Loading,Loading,2,1,0,11,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Loading,main,20,1,1,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,AndThenTest,test,3,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,AndThenTest,getFromLocal,7,1,0,25,0,,
akarnokd-misc,hu.akarnokd.rxjava2,AndThenTest,getFromNetwork,7,1,0,32,0,,
akarnokd-misc,hu.akarnokd.rxjava2,AndThenTest,saveFoo,7,1,1,40,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ItemTestSO,itemTest,3,1,0,22,1,,
akarnokd-misc,hu.akarnokd.rxjava2,MapThrowsNull,MapThrowsNull,2,1,0,8,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MapThrowsNull,main,18,1,1,10,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MapThrowsNull,onSubscribe,3,1,1,14,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MapThrowsNull,onNext,3,1,1,19,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MapThrowsNull,onError,4,1,1,24,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MapThrowsNull,onComplete,3,1,0,30,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MapThrowsNull,mightThrowException,3,1,1,37,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test,27,2,0,15,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,subscribe,5,1,1,18,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,apply,9,2,1,25,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,accept,3,1,1,38,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,test2,26,2,0,47,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,subscribe,5,1,1,50,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,apply,8,2,1,58,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcatRange,accept,3,1,1,71,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DropBlocking,mockSubscriber,12,1,0,15,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DropBlocking,answer,5,1,1,20,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DropBlocking,testCreateBackpressureDrop,17,1,0,31,1,,
akarnokd-misc,hu.akarnokd.rxjava2,DropBlocking,subscribe,6,1,1,36,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlatMapWithTwoErrors,innerCancelled,9,1,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlatMapWithTwoErrors,innerCancelled2,9,1,0,29,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlatMapWithTwoErrors,innerCancelled3,9,1,0,47,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlatMapWithTwoErrors,innerCancelled4,9,1,0,64,1,,
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test4,27,1,0,16,1,,
akarnokd-misc,hu.akarnokd.rxjava2,TimeoutCancelv2Test,test5,27,1,0,50,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SubjectShareTest,test,11,1,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RxJava2Test,RxJava2Test,2,1,0,8,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxJava2Test,main,14,2,1,10,0,,
akarnokd-misc,hu.akarnokd.rxjava2,GenerateExampleTest,test,10,2,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ObservableConcatEagerTest,test,3,1,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenDelay,test,9,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SomeClicks,test,24,2,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SomeClicks,subscribe,5,2,1,18,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SomeClicks,accept,3,1,1,28,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SomeClicks,accept,3,1,1,33,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ReplayRefCountSubjectTest,test,16,1,0,15,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ReplayRefCountSubjectTest,test2,16,1,0,41,1,,
akarnokd-misc,hu.akarnokd.rxjava2,WithNextSupplierTest,test,27,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,Amb2Test,test,6,1,0,8,1,,
akarnokd-misc,hu.akarnokd.rxjava2,MonoPublishTest,MonoPublishTest,2,1,0,7,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MonoPublishTest,main,5,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FromCallableConcatMapTest,test,7,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridgeTest,simple,4,1,0,37,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RxLosers,test,15,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RxLosers,printWithTime,3,1,1,35,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxLosers,slowOperation,6,1,0,40,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SwitchMapRace,test,17,2,0,20,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SwitchMapRace,createFlowable,15,1,0,41,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ThrottleLastSO,test,6,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BlockingSubscribeOrdering,test,6,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,FlatMapDisposeTest,test,14,1,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SwitchFallback,main,11,2,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenManyTypeTest,test1,14,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenManyTypeTest,test2,14,1,0,30,1,,
akarnokd-misc,hu.akarnokd.rxjava2,RetryWhenManyTypeTest,test3,14,1,0,47,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferUntilChanged,test,3,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferUntilChanged,bufferUntilChanged,3,1,1,28,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BasicSingleCreateTest,test,13,1,0,10,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BasicSingleCreateTest,subscribe,3,1,1,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BasicSingleCreateTest,accept,3,1,1,19,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ReentrantSubject,testReactive,5,1,0,13,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ReentrantSubject,fakeError,3,1,1,25,0,,
akarnokd-misc,hu.akarnokd.rxjava2,WindowDisposed,observable,10,1,1,7,0,,
akarnokd-misc,hu.akarnokd.rxjava2,WindowDisposed,flowable,10,1,1,17,0,,
akarnokd-misc,hu.akarnokd.rxjava2,WindowDisposed,main,5,1,1,27,0,hu.akarnokd.rxjava2.WindowDisposed,hu.akarnokd.rxjava2.WindowDisposed
akarnokd-misc,hu.akarnokd.rxjava2,GroupByFilterTest,test,3,1,0,8,1,,
akarnokd-misc,hu.akarnokd.rxjava2,TakeUntilTest,test,3,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ExceptionAfterDispose,test,27,2,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,ExceptionAfterDispose,call,6,2,0,17,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ExceptionAfterDispose,onNext,2,1,1,28,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ExceptionAfterDispose,onComplete,2,1,0,32,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ExceptionAfterDispose,onError,3,1,1,37,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ExceptionAfterDispose,accept,3,1,1,44,0,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupByTake5,test,3,1,0,9,1,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupByTaken,test1,6,1,0,11,1,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupByTaken,test2,6,1,0,20,1,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupByTaken,test3,6,1,0,31,1,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleTimeout7515Rx3,test,17,3,0,14,1,,
akarnokd-misc,hu.akarnokd.rxjava2,TrackedRefcount,test,21,1,0,12,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorSubjectCombineLatestTest,test,15,1,0,15,1,,
akarnokd-misc,hu.akarnokd.rxjava2,BehaviorSubjectCombineLatestTest,castObjectsToInts,7,2,1,44,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcurrentSingleCache,longLoadFromDatabase,3,1,1,15,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcurrentSingleCache,getEntity,14,3,1,20,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ConcurrentSingleCache,test,7,1,0,34,1,,
akarnokd-misc,hu.akarnokd.rxjava2,IntDeferredReducerCore,IntDeferredReducerCore,3,1,1,16,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IntDeferredReducerCore,onSubscribe,5,1,1,20,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IntDeferredReducerCore,onError,3,1,1,29,0,,
akarnokd-misc,hu.akarnokd.rxjava2,IntDeferredReducerCore,onComplete,8,2,0,34,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowVsRS,flowAPI,2,1,1,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowVsRS,rsAPI,2,1,1,17,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowVsRS,main,5,1,1,21,0,hu.akarnokd.rxjava2.FlowVsRS,hu.akarnokd.rxjava2.FlowVsRS
akarnokd-misc,hu.akarnokd.rxjava2,InsertHeader,main,12,3,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,WhichThread,main,49,8,1,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleFlatMapIterableObservable,SingleFlatMapIterableObservable,4,1,2,18,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleFlatMapIterableObservable,subscribeActual,3,1,1,24,0,,
akarnokd-misc,hu.akarnokd.rxjava2,TrampolineInfinite,main,7,1,1,10,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,DeferredScalarSubscriber,3,1,1,41,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,request,21,7,1,45,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,cancel,3,1,0,68,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,onNext,3,1,1,73,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,onError,3,1,1,79,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,onSubscribe,2,1,1,84,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,onComplete,3,1,0,89,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,setValue,3,1,1,94,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,complete,25,7,1,98,0,hu.akarnokd.rxjava2.DeferredScalarSubscriber,hu.akarnokd.rxjava2.DeferredScalarSubscriber
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,requestFusion,7,2,1,131,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,poll,7,2,0,140,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,isEmpty,3,1,0,149,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,clear,4,1,0,154,0,,
akarnokd-misc,hu.akarnokd.rxjava2,DeferredScalarSubscriber,size,3,1,0,160,0,hu.akarnokd.rxjava2.DeferredScalarSubscriber,hu.akarnokd.rxjava2.DeferredScalarSubscriber
akarnokd-misc,hu.akarnokd.rxjava2,ReduceWhile,main,7,1,1,8,0,,
akarnokd-misc,hu.akarnokd.rxjava2,PersonSeq,getPersons,3,1,0,52,0,,
akarnokd-misc,hu.akarnokd.rxjava2,PersonSeq,main,18,1,1,60,0,hu.akarnokd.rxjava2.PersonSeq,hu.akarnokd.rxjava2.PersonSeq
akarnokd-misc,hu.akarnokd.rxjava2,PersonSeq,onComplete,3,1,0,72,0,,
akarnokd-misc,hu.akarnokd.rxjava2,PersonSeq,onError,3,1,1,78,0,,
akarnokd-misc,hu.akarnokd.rxjava2,PersonSeq,onNext,3,1,1,84,0,,
akarnokd-misc,hu.akarnokd.rxjava2,PersonSeq,onSubscribe,3,1,1,90,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RepeatWhenEmpty,main,3,1,1,7,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableSumIntArray,FlowableSumIntArray,3,1,1,20,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableSumIntArray,subscribeActual,5,1,1,25,0,,
akarnokd-misc,hu.akarnokd.rxjava2,EIsNotNull,main,7,1,1,8,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableStringInputStream,FlowableStringInputStream,3,1,0,14,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableStringInputStream,createInputStream,5,1,2,18,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Counts,Counts,2,1,0,8,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Counts,main,4,1,1,10,0,,
akarnokd-misc,hu.akarnokd.rxjava2,NoWebMain,main,11,1,1,26,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousProfiler,RxSynchronousProfiler,3,1,0,21,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousProfiler,start,30,3,0,25,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousProfiler,stop,4,1,0,57,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousProfiler,clear,3,1,0,62,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousProfiler,print,5,1,0,66,0,,
akarnokd-misc,hu.akarnokd.rxjava2,OddCall,OddCall,2,1,0,10,0,,
akarnokd-misc,hu.akarnokd.rxjava2,OddCall,main,30,1,1,12,0,,
akarnokd-misc,hu.akarnokd.rxjava2,OddCall,test,3,1,1,16,0,,
akarnokd-misc,hu.akarnokd.rxjava2,OddCall,subscribe,9,1,1,23,0,,
akarnokd-misc,hu.akarnokd.rxjava2,OddCall,accept,4,1,1,27,0,,
akarnokd-misc,hu.akarnokd.rxjava2,OddCall,accept,3,1,1,39,0,,
akarnokd-misc,hu.akarnokd.rxjava2,StripedCompositeDisposable,StripedCompositeDisposable,6,2,1,17,0,,
akarnokd-misc,hu.akarnokd.rxjava2,StripedCompositeDisposable,dispose,5,2,0,24,0,,
akarnokd-misc,hu.akarnokd.rxjava2,StripedCompositeDisposable,isDisposed,3,1,0,31,0,,
akarnokd-misc,hu.akarnokd.rxjava2,StripedCompositeDisposable,add,5,1,1,36,0,,
akarnokd-misc,hu.akarnokd.rxjava2,StripedCompositeDisposable,remove,5,1,1,43,0,,
akarnokd-misc,hu.akarnokd.rxjava2,StripedCompositeDisposable,delete,5,1,1,50,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridge,SomeAsyncApiBridge,4,1,1,19,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SomeAsyncApiBridge,subscribeActual,10,2,1,24,0,,
akarnokd-misc,hu.akarnokd.rxjava2,BufferSkipAsync,main,8,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableSignalMapper,FlowableSignalMapper,4,1,2,18,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FlowableSignalMapper,subscribeActual,3,1,1,23,0,,
akarnokd-misc,hu.akarnokd.rxjava2,GroupByParallel,main,6,1,1,12,0,hu.akarnokd.rxjava2.GroupByParallel,hu.akarnokd.rxjava2.GroupByParallel
akarnokd-misc,hu.akarnokd.rxjava2,GroupByParallel,intenseCalculation,4,1,1,29,0,hu.akarnokd.rxjava2.GroupByParallel,hu.akarnokd.rxjava2.GroupByParallel
akarnokd-misc,hu.akarnokd.rxjava2,GroupByParallel,sleep,8,1,1,33,0,,
akarnokd-misc,hu.akarnokd.rxjava2,WeakParallelScheduler,WeakParallelScheduler,3,1,0,25,0,,
akarnokd-misc,hu.akarnokd.rxjava2,WeakParallelScheduler,WeakParallelScheduler,7,2,1,29,0,,
akarnokd-misc,hu.akarnokd.rxjava2,WeakParallelScheduler,get,11,2,0,39,0,,
akarnokd-misc,hu.akarnokd.rxjava2,WeakParallelScheduler,scheduleDirect,4,1,1,51,0,hu.akarnokd.rxjava2.WeakParallelScheduler,hu.akarnokd.rxjava2.WeakParallelScheduler
akarnokd-misc,hu.akarnokd.rxjava2,WeakParallelScheduler,scheduleDirect,9,1,3,57,0,,
akarnokd-misc,hu.akarnokd.rxjava2,WeakParallelScheduler,createWorker,3,1,0,69,0,hu.akarnokd.rxjava2.WeakParallelScheduler,hu.akarnokd.rxjava2.WeakParallelScheduler
akarnokd-misc,hu.akarnokd.rxjava2,ShiftByCount,main,3,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FixedCompositeDisposable,FixedCompositeDisposable,3,1,1,19,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FixedCompositeDisposable,dispose,8,3,0,23,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FixedCompositeDisposable,isDisposed,3,1,0,33,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FixedCompositeDisposable,add,16,5,1,38,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FixedCompositeDisposable,remove,10,3,1,56,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FixedCompositeDisposable,delete,9,3,1,68,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleFlatMapIterableFlowable,SingleFlatMapIterableFlowable,4,1,2,22,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SingleFlatMapIterableFlowable,subscribeActual,3,1,1,28,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Coincidence,main,5,1,1,10,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Coincidence,coincide,12,1,2,22,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FluxCharSequence,FluxCharSequence,3,1,1,18,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FluxCharSequence,subscribe,3,1,1,22,0,,
akarnokd-misc,hu.akarnokd.rxjava2,SubscribeOnFalse,main,3,1,1,8,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RefCountGrace,main,9,1,1,10,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FirstAndSample,main,4,1,1,10,0,hu.akarnokd.rxjava2.FirstAndSample,hu.akarnokd.rxjava2.FirstAndSample
akarnokd-misc,hu.akarnokd.rxjava2,FirstAndSample,firstAndSample,10,1,2,20,0,,
akarnokd-misc,hu.akarnokd.rxjava2,CacheAndBlock,main,22,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,FindGT,main,41,7,1,11,0,hu.akarnokd.rxjava2.FindGT,hu.akarnokd.rxjava2.FindGT
akarnokd-misc,hu.akarnokd.rxjava2,FindGT,visitFile,33,7,2,14,0,hu.akarnokd.rxjava2.FindGT,hu.akarnokd.rxjava2.FindGT
akarnokd-misc,hu.akarnokd.rxjava2,FindGT,countLine,9,3,2,62,0,,
akarnokd-misc,hu.akarnokd.rxjava2,JavadocScrape,main,86,12,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,TrackSubscriber,main,45,2,1,12,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousCoarseProfiler,RxSynchronousCoarseProfiler,3,1,0,22,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousCoarseProfiler,start,30,3,0,26,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousCoarseProfiler,stop,4,1,0,58,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousCoarseProfiler,clear,3,1,0,63,0,,
akarnokd-misc,hu.akarnokd.rxjava2,RxSynchronousCoarseProfiler,print,5,1,0,67,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MyRxJava2DirWatcher,createFlowable,23,3,2,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,MyRxJava2DirWatcher,main,22,1,1,46,0,hu.akarnokd.rxjava2.MyRxJava2DirWatcher,hu.akarnokd.rxjava2.MyRxJava2DirWatcher
akarnokd-misc,hu.akarnokd.rxjava2,DoOnErrorFusion,main,14,1,1,8,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Transformers,apply,3,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Transformers,apply,3,1,1,15,0,,
akarnokd-misc,hu.akarnokd.rxjava2,LongDeferredReducerCore,LongDeferredReducerCore,3,1,1,14,0,,
akarnokd-misc,hu.akarnokd.rxjava2,LongDeferredReducerCore,onSubscribe,5,1,1,18,0,,
akarnokd-misc,hu.akarnokd.rxjava2,LongDeferredReducerCore,onError,3,1,1,27,0,,
akarnokd-misc,hu.akarnokd.rxjava2,LongDeferredReducerCore,onComplete,8,2,0,32,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Cartesian,cartesian,3,1,1,9,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Cartesian,cartesian,20,3,1,13,0,,
akarnokd-misc,hu.akarnokd.rxjava2,Cartesian,main,3,1,1,34,0,,
akarnokd-misc,hu.akarnokd.rxjava2,ResumeFilter,onErrorResumeNextFilter,16,2,2,7,0,,
