Project Name,Package Name,Architecture Smell,Cause of the Smell
rx2,hu.akarnokd.reactive.comparison.rx2,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BlockingPerf]; [SubscribePerf]; [MemoryPerf]; [MemoryPerf.MyRx2Subscriber]; [MemoryPerf.MyRx2Observer]; [AsyncPerf]; [SubjectPerf]; [StreamingPerf]; [StreamingPerf.BaseBenchmark]; [StreamingPerf.FlowableBenchmark]; [StreamingPerf.ObservableBenchmark]. LCC (Lack of Component Cohesion) = 1.0
