Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
reactive,hu.akarnokd.reactive.lowalloc,LcSourceObservable,Law of Demeter violation,The tool detected the smell in this method (subscribe) because the method voilates the law of Demeter. The long chain of method invocations is : hu.akarnokd.reactive.lowalloc.LcSourceObservable.createFresh; hu.akarnokd.reactive.lowalloc.LcSourceObservable.subscribeActual
